case_path	generator_sha256	packaged_sha256	packaging_transform	archive_member	archive_byte_match	pair_byte_match	origin	source_pin	source_locator	license_basis
RTL/deps/FastArbiter_26.sv	442e35c194173c8d35851081d468c009d205bb63f570e3052076020e37f68178	72ff5b0ca61a6a47ab611b9f0a869fed8de9d18afbb39e0acba389a8763cdcde	trim-extra-eof-newline	./FastArbiter_26.sv	no	yes	OpenXiangShan/Utility	bab34605babce74732f7f441c5d126a0869285bd	src/main/scala/utility/FastArbiter.scala:30:7	Mulan-PSL-2.0 (per-file notice; repository has no root LICENSE at pin)
RTL/deps/FastArbiter_27.sv	7bb764e255598bfc1b18340841e78bad32551a490deb92fb1d49c4631728bfe2	1563ce2879d7bbe19d6c90b96c91c0cf221d05da784ac457f5cc4095b2014d6a	trim-extra-eof-newline	./FastArbiter_27.sv	no	yes	OpenXiangShan/Utility	bab34605babce74732f7f441c5d126a0869285bd	src/main/scala/utility/FastArbiter.scala:30:7	Mulan-PSL-2.0 (per-file notice; repository has no root LICENSE at pin)
RTL/deps/ram_30x15.sv	e62008d1f84ea8a20f2dd33f5dcae3a11a044648bace96ccd8c9289a87b3e19d	82c0eb6eebdb56b4594d0deb3347234bc8eed4fd68b481ffca0269069c9603ef	trim-extra-eof-newline	./ram_30x15.sv	no	yes	CIRCT memory lowering from Chisel Queue	chipsalliance/chisel@42f1a1e1a9f6bbf940344113da155d77499dcaa7; llvm/circt@4d750dbb2971d5f97e2fc48c700e01e460a5bdc8	src/main/scala/chisel3/util/Queue.scala (parent Queue module; generated memory has no direct FIR locator)	Apache-2.0 (Queue.scala source)
RTL/deps/Queue30_PCrdGranted.sv	95a0fadc9ce8ada54880a3940b919b896da8a29675fbee0bf02c9662c72b167a	9596bebd46a1b7a98e7fb725c7d91aa3aec52eb4e2a1ca6eda98d41b9ec9381c	trim-extra-eof-newline	./Queue30_PCrdGranted.sv	no	yes	chipsalliance/chisel	v7.3.0@42f1a1e1a9f6bbf940344113da155d77499dcaa7	src/main/scala/chisel3/util/Queue.scala:60:7	Apache-2.0
RTL/deps/ram_2x15.sv	b7856bef427f6b27b7f8e1cc20c7e475e7db9b97ac918c729f4452162a77b85d	c613f002fa06e716580bf74a9860d8881c5efe4de2e9228bf5c90aea1815375d	trim-extra-eof-newline	./ram_2x15.sv	no	yes	CIRCT memory lowering from Chisel Queue	chipsalliance/chisel@42f1a1e1a9f6bbf940344113da155d77499dcaa7; llvm/circt@4d750dbb2971d5f97e2fc48c700e01e460a5bdc8	src/main/scala/chisel3/util/Queue.scala (parent Queue module; generated memory has no direct FIR locator)	Apache-2.0 (Queue.scala source)
RTL/deps/Queue2_PCrdGranted.sv	e9c075b995b7f3d4e7ec5d41f87813fd63cdd565ee4aee9d8f4f77f3edce3fc9	639cf47432d0a9f770b10caeb89e0ef6ad955355129983650ca5f78871e517dc	trim-extra-eof-newline	./Queue2_PCrdGranted.sv	no	yes	chipsalliance/chisel	v7.3.0@42f1a1e1a9f6bbf940344113da155d77499dcaa7	src/main/scala/chisel3/util/Queue.scala:60:7	Apache-2.0
RTL/deps/FastArbiter_28.sv	7296694fba7078da39a930255140dfb9cea5c4e40bb10ce7b0f852191de4371b	80d9365848ebbfe6f5334607489aa0f012beec755d14b9231ebdec24b2488021	trim-extra-eof-newline	./FastArbiter_28.sv	no	yes	OpenXiangShan/Utility	bab34605babce74732f7f441c5d126a0869285bd	src/main/scala/utility/FastArbiter.scala:30:7	Mulan-PSL-2.0 (per-file notice; repository has no root LICENSE at pin)
RTL/deps/TwoLevelRRArbiter_12.sv	46efc98f42b14cd51787af19464dd13cf0325cf86306d8d090a75918d68c7d99	ad283ae13ae798fde2ce8ae9cd0884dd694b0a1d07ce3ec783df03332d655990	trim-extra-eof-newline	./TwoLevelRRArbiter_12.sv	no	yes	OpenXiangShan/Utility	bab34605babce74732f7f441c5d126a0869285bd	src/main/scala/utility/FastArbiter.scala:108:7	Mulan-PSL-2.0 (per-file notice; repository has no root LICENSE at pin)
RTL/deps/Decoupled2LCredit.sv	56932136772881147f31c3e5d6f9ed0b62ca0242289a89d194ef53a1dc3c076f	bf06dd821f9dd8af1cdb17b836d3f32a3d2bff7d7dd3ba9db354eea9d249cb20	trim-extra-eof-newline	./Decoupled2LCredit.sv	no	yes	OpenXiangShan/XSCache	54a2a7527f7366e3cb3fe378b1f1e92f18cbf33f	src/main/scala/xscache/chi/LinkLayer.scala:256:7	Mulan-PSL-2.0
RTL/deps/Decoupled2LCredit_1.sv	215c47193c2d231f08513dc66b14b054d708ba59b4d2c1b217b9cdfcd4083bcf	355d9c55d84ee68aadd947997cf19ced1559fbed6a6d6dd02db5cff788881ba6	trim-extra-eof-newline	./Decoupled2LCredit_1.sv	no	yes	OpenXiangShan/XSCache	54a2a7527f7366e3cb3fe378b1f1e92f18cbf33f	src/main/scala/xscache/chi/LinkLayer.scala:256:7	Mulan-PSL-2.0
RTL/deps/Decoupled2LCredit_2.sv	3c79009e8f0e7b7eabde23a91f8fe83ef5c249919b2272cc1ac54e38c4e41dba	cc8ee867d71719a29736fda61940ec5806e800bbdabd2007714215f41328f805	trim-extra-eof-newline	./Decoupled2LCredit_2.sv	no	yes	OpenXiangShan/XSCache	54a2a7527f7366e3cb3fe378b1f1e92f18cbf33f	src/main/scala/xscache/chi/LinkLayer.scala:256:7	Mulan-PSL-2.0
RTL/deps/ram_4x115.sv	fe846e93950282cb3125a672bfa80616ea47f03c3d61f516471078b94a27d15e	07dc2a1458b6c2b233d85c8d1f8aa2477c81acdd01937844cf70c9b0fbe5e1a6	trim-extra-eof-newline	./ram_4x115.sv	no	yes	CIRCT memory lowering from Chisel Queue	chipsalliance/chisel@42f1a1e1a9f6bbf940344113da155d77499dcaa7; llvm/circt@4d750dbb2971d5f97e2fc48c700e01e460a5bdc8	src/main/scala/chisel3/util/Queue.scala (parent Queue module; generated memory has no direct FIR locator)	Apache-2.0 (Queue.scala source)
RTL/deps/Queue4_CHISNP.sv	d4ccea7eb74dd3a2c96fd8e8fe60033e7cc09e6226e96be2700c406f167d280d	fea27ed7d1608c3f85a64a2104a4fe6d988b6307f25c44a19cb2171127b2e2cf	trim-extra-eof-newline	./Queue4_CHISNP.sv	no	yes	chipsalliance/chisel	v7.3.0@42f1a1e1a9f6bbf940344113da155d77499dcaa7	src/main/scala/chisel3/util/Queue.scala:60:7	Apache-2.0
RTL/deps/LCredit2Decoupled.sv	c394bb1823ad281c840f750c9e43d44f9c3091dfc43d24af0ecdc5b367df7d89	495ee3b7fce58417deddc73da478841a988a4cfdfbc9d755c7a26083af6424a2	trim-extra-eof-newline	./LCredit2Decoupled.sv	no	yes	OpenXiangShan/XSCache	54a2a7527f7366e3cb3fe378b1f1e92f18cbf33f	src/main/scala/xscache/chi/LinkLayer.scala:131:7	Mulan-PSL-2.0
RTL/deps/LCredit2Decoupled_1.sv	58f60df899042881dd62535af6aff55193fb9ef09157456ef5c36578f4ec44e2	32d2085b8707e15a8e3d1e78139250d612c7a82ccb29c57b582b98ba83a075ae	trim-extra-eof-newline	./LCredit2Decoupled_1.sv	no	yes	OpenXiangShan/XSCache	54a2a7527f7366e3cb3fe378b1f1e92f18cbf33f	src/main/scala/xscache/chi/LinkLayer.scala:131:7	Mulan-PSL-2.0
RTL/deps/LCredit2Decoupled_2.sv	ab109ee7da825c0b96978c809df001cff4f714b7447bd8b2919b780d9a4a43c2	e188504ac7c062375401c2415c5290ab3ec78357a656e25863e6074d4b659a5e	trim-extra-eof-newline	./LCredit2Decoupled_2.sv	no	yes	OpenXiangShan/XSCache	54a2a7527f7366e3cb3fe378b1f1e92f18cbf33f	src/main/scala/xscache/chi/LinkLayer.scala:131:7	Mulan-PSL-2.0
RTL/deps/LinkMonitor.sv	10a6582500229446f3c4be5fd53d65e123c6e7ac0c5ccbe8902d8a7a10ae9d3f	acc88a735d2bc2b74f323d25fe88bd40ad6ffe6862c1e445483499cdb4ce9ae4	trim-extra-eof-newline	./LinkMonitor.sv	no	yes	OpenXiangShan/XSCache	54a2a7527f7366e3cb3fe378b1f1e92f18cbf33f	src/main/scala/coupledL2/LinkMonitor.scala:25:7	Mulan-PSL-2.0
RTL/deps/Queue1_CHIDAT.sv	4ab6e36456ce376fbfb4686210811cb1413e46279afdccf15408f1802cff7683	77518262103943a5c434e9af52c76a0d390e09666928ae641dfd29804ffe75e0	trim-extra-eof-newline	./Queue1_CHIDAT.sv	no	yes	chipsalliance/chisel	v7.3.0@42f1a1e1a9f6bbf940344113da155d77499dcaa7	src/main/scala/chisel3/util/Queue.scala:60:7	Apache-2.0
RTL/deps/Pipeline_9.sv	64f9dc0a29a3ec0c72d798ecd85cad7ef177fc8f504910cb63b92e5ed23168af	7f4966bc525a8850395f60d94bcb5a04adc0519173dc63d37e3ec407c1eb9dbd	trim-extra-eof-newline	./Pipeline_9.sv	no	yes	OpenXiangShan/Utility	bab34605babce74732f7f441c5d126a0869285bd	src/main/scala/utility/Pipeline.scala:22:7	Mulan-PSL-2.0 (per-file notice; repository has no root LICENSE at pin)
RTL/deps/Queue1_CHIRSP.sv	feefcdfcc0b487dba213c5ee56704595f08cbe0dd9c88b8388cadd06b408e9aa	bc243adae5ea2071c9831152eab2b84f12b80e851be07780cb856f42851add57	trim-extra-eof-newline	./Queue1_CHIRSP.sv	no	yes	chipsalliance/chisel	v7.3.0@42f1a1e1a9f6bbf940344113da155d77499dcaa7	src/main/scala/chisel3/util/Queue.scala:60:7	Apache-2.0
RTL/deps/Pipeline_10.sv	55778fc33b90cd8e24d0b41052aa079d556a08a01ba071e137b10f5d1a64d082	119eb1c37f3e082ff28888a8a8b19643007a3e7dabdf980f5644cc2a519943d9	trim-extra-eof-newline	./Pipeline_10.sv	no	yes	OpenXiangShan/Utility	bab34605babce74732f7f441c5d126a0869285bd	src/main/scala/utility/Pipeline.scala:22:7	Mulan-PSL-2.0 (per-file notice; repository has no root LICENSE at pin)
RTL/deps/Arbiter1_L2CacheErrorInfo.sv	fa6658193ffa57e5f68a277584102621650bdd1db274f642df2768db6a1ac425	7988282438b1c8e1031a0b3d93e5c363c497e3a84db5f9de403d94e5de4e8365	trim-extra-eof-newline	./Arbiter1_L2CacheErrorInfo.sv	no	yes	chipsalliance/chisel	v7.3.0@42f1a1e1a9f6bbf940344113da155d77499dcaa7	src/main/scala/chisel3/util/Arbiter.scala:149:7	Apache-2.0
RTL/deps/L2Cache.sv	4260141f104ad9b5171b0b0909a18b56a6d0b02b11ff3bff43da295d080ec572	098ace6482dc50922465dc76aface116f4915971a42057cdacedc666fbb874a7	trim-extra-eof-newline	./L2Cache.sv	no	yes	OpenXiangShan/Utility	bab34605babce74732f7f441c5d126a0869285bd	src/main/scala/utility/mbist/MbistPipeline.scala:164:7	Mulan-PSL-2.0 (per-file notice; repository has no root LICENSE at pin)
RTL/deps/MbistIntfL2.sv	e55349aa83d9779f7bbb90540c651b71ca5e2a52ef98009e1f3f284ebd5c4147	40df96ad5d02611ab8c3a436a8be3fe24c56c58067bd1a6e52e419ff59da718e	trim-extra-eof-newline	./MbistIntfL2.sv	no	yes	OpenXiangShan/Utility	bab34605babce74732f7f441c5d126a0869285bd	src/main/scala/utility/mbist/MbistPipeline.scala:52:7	Mulan-PSL-2.0 (per-file notice; repository has no root LICENSE at pin)
RTL/CoupledL2.sv	fcb751d162cc928495351e1a39e47db06b4bf47733b61154cf62e5b5e3d3fdf1	a1862a6e175741625b4365e0e891e7d98e102b370250dd4e903369b77e03c1b1	trim-extra-eof-newline	./CoupledL2.sv	no	yes	OpenXiangShan/XSCache	54a2a7527f7366e3cb3fe378b1f1e92f18cbf33f	src/main/scala/coupledL2/CoupledL2.scala:356:9	Mulan-PSL-2.0 + Apache-2.0 (file also references LICENSE.SiFive)
